label,month_idx,lat_cell,lon_cell,chlor_a_mean,sst_mean,chl_norm,sst_suit,month_sin,month_cos
0,5,21,-157,0.05383805,25.45166633333333,0.0008762098641185,1.0,0.8660254037844387,-0.4999999999999998
0,5,-48,-157,0.16504662,11.383333,0.0033742374535289,0.0,0.8660254037844387,-0.4999999999999998
0,1,2,-162,0.148605615,25.723333,0.0039159487139669,1.0,0.0,1.0
0,5,-6,-148,0.13027439,28.6133325,0.0025931646469519,0.8773335000000003,0.8660254037844387,-0.4999999999999998
0,2,2,50,0.11553738,26.3559992,0.0018147316759052,1.0,0.4999999999999999,0.8660254037844387
0,3,12,-90,0.18131764,28.5075,0.0024832568078686,0.8985,0.8660254037844386,0.5000000000000001
1,5,35,-122,1.9344833,14.828333,0.0431202897978292,0.3656666000000002,0.8660254037844387,-0.4999999999999998
0,9,-28,89,0.057305522,18.313333333333333,0.0014789673097669,1.0,-0.8660254037844385,-0.5000000000000004
0,7,-44,-153,0.19389215,10.233332916666669,0.0035057500132326,0.0,1.2246467991473532e-16,-1.0
0,7,51,154,0.97360736,9.134999833333334,0.0190304845081619,0.0,1.2246467991473532e-16,-1.0
1,3,20,-111,0.08610059,23.881249625,0.001103934168128,1.0,0.8660254037844386,0.5000000000000001
0,6,-24,87,0.05700919,22.894999833333333,0.0004970811720277,1.0,0.4999999999999999,-0.8660254037844387
0,7,-42,-172,0.22068037,13.288333166666666,0.0040391242475145,0.0576666333333332,1.2246467991473532e-16,-1.0
0,9,30,-135,0.056980636,23.725,0.001469999171911,1.0,-0.8660254037844385,-0.5000000000000004
0,5,-6,169,0.06595371,30.21166633333333,0.0011483584309413,0.557666733333334,0.8660254037844387,-0.4999999999999998
1,6,39,-74,0.63633525,19.151666666666667,0.0080994301795807,1.0,0.4999999999999999,-0.8660254037844387
0,5,-15,-92,0.13013637,23.7299995,0.0025900643663899,1.0,0.8660254037844387,-0.4999999999999998
0,3,0,-171,0.16500196,28.02624975,0.0022469064188704,0.9947500499999996,0.8660254037844386,0.5000000000000001
0,12,-9,77,0.05817547,29.148570142857142,0.0030509154780276,0.7702859714285715,-0.5000000000000004,0.8660254037844384
0,2,-64,113,0.2684247,0.114,0.0044211202576246,0.0,0.4999999999999999,0.8660254037844387
0,9,47,-39,0.26447418,18.299999666666668,0.0071976411964536,1.0,-0.8660254037844385,-0.5000000000000004
0,11,-37,-48,0.16836403,17.796666333333334,0.0030093736473333,0.9593332666666669,-0.8660254037844386,0.5000000000000001
0,12,-57,-84,0.119556345,5.702857142857143,0.0065329711895392,0.0,-0.5000000000000004,0.8660254037844384
0,6,-40,106,0.136409,11.393332916666669,0.0015390247482469,0.0,0.4999999999999999,-0.8660254037844387
0,9,-21,-95,0.06469172,19.4716665,0.0016828555717862,1.0,-0.8660254037844385,-0.5000000000000004
1,9,17,-68,0.10940629,29.618333,0.0029171544579306,0.6763334000000001,-0.8660254037844385,-0.5000000000000004
0,6,34,-36,0.040140226,22.408333,0.0002757140342817,1.0,0.4999999999999999,-0.8660254037844387
1,7,33,-79,0.9229085,28.974999166666667,0.0180210308889416,0.8050001666666666,1.2246467991473532e-16,-1.0
0,2,-8,-160,0.08294367,28.848000000000003,0.001259081452068,0.8303999999999995,0.4999999999999999,0.8660254037844387
0,10,-35,-5,0.17727838,16.5866665,0.0028479100747029,0.7173333,-1.0,-1.8369701987210294e-16
1,5,-1,74,0.106189825,30.099999666666665,0.0020521640042051,0.5800000666666669,0.8660254037844387,-0.4999999999999998
0,9,36,-31,0.07562896,24.46333316666667,0.001984766630072,1.0,-0.8660254037844385,-0.5000000000000004
0,5,-19,-173,0.065244354,28.1849995,0.0011324244893511,0.9630001,0.8660254037844387,-0.4999999999999998
1,3,-8,-15,0.062056318,28.506249625,0.0007556267092677,0.8987500750000003,0.8660254037844386,0.5000000000000001
0,9,-24,-177,0.078094944,22.501666666666665,0.0020528375363661,1.0,-0.8660254037844385,-0.5000000000000004
0,6,26,-165,0.051526528,26.5349995,0.0004251335886332,1.0,0.4999999999999999,-0.8660254037844387
1,10,33,-78,0.17711096,27.386666166666668,0.0028452052784329,1.0,-1.0,-1.8369701987210294e-16
0,10,57,153,0.45540702,8.329999683333334,0.0073412878554576,0.0,-1.0,-1.8369701987210294e-16
0,11,-31,-150,0.018970631,19.108333166666664,0.000224743757341,1.0,-0.8660254037844386,0.5000000000000001
0,11,11,-38,0.15595819,27.885,0.0027781340269371,1.0,-0.8660254037844386,0.5000000000000001
0,2,4,-25,0.13999416,28.0139998,0.0022316653505724,0.9972000399999998,0.4999999999999999,0.8660254037844387
0,11,-44,-166,0.12760259,12.111666666666666,0.0022495976134329,0.0,-0.8660254037844386,0.5000000000000001
0,5,12,139,0.028629063,29.2049995,0.0003099518407747,0.7590001000000001,0.8660254037844387,-0.4999999999999998
1,6,-36,17,0.4822936,19.265,0.0060779806611535,1.0,0.4999999999999999,-0.8660254037844387
0,10,42,135,0.33074313,15.404999833333331,0.0053272487640916,0.4809999666666662,-1.0,-1.8369701987210294e-16
0,5,33,148,0.16298613,18.52166633333333,0.0033279536026737,1.0,0.8660254037844387,-0.4999999999999998
0,6,-18,70,0.10438229,25.828333333333333,0.0011187463527201,1.0,0.4999999999999999,-0.8660254037844387
0,7,16,-134,0.045007017,26.5049995,0.000541331555797,1.0,1.2246467991473532e-16,-1.0
0,1,-28,-18,0.0358146649999999,25.3366665,0.000758048800979,1.0,0.0,1.0
0,8,49,169,0.2650593,10.163333166666666,0.0047191959772856,0.0,-0.4999999999999997,-0.8660254037844388
0,12,10,-178,0.034319904,27.871428285714284,0.0016976208265316,1.0,-0.5000000000000004,0.8660254037844384
0,1,-17,107,0.069053225,27.959999666666665,0.001688655784357,1.0,0.0,1.0
0,6,73,72,2.2504604,2.39666665,0.0292811852902846,0.0,0.4999999999999999,-0.8660254037844387
1,1,-4,-82,0.667557475,22.703332666666668,0.0184454657854951,1.0,0.0,1.0
0,4,3,58,0.08365746,30.209999666666665,0.0017773959054893,0.558000066666667,1.0,6.123233995736766e-17
1,5,34,-78,1.4392743,21.76,0.0319966349884531,1.0,0.8660254037844387,-0.4999999999999998
0,7,71,66,0.44317225,9.476666166666666,0.0084691101192505,0.0,1.2246467991473532e-16,-1.0
1,2,-22,114,2.4893565,27.9919998,0.0422830651481328,1.0,0.4999999999999999,0.8660254037844387
0,7,-27,89,0.060108192,20.7266665,0.0008420076609053,1.0,1.2246467991473532e-16,-1.0
0,4,-27,84,0.10989437,23.738333333333333,0.0024462351897206,1.0,1.0,6.123233995736766e-17
1,12,-29,32,0.139423,24.895714285714284,0.0076599802051549,1.0,-0.5000000000000004,0.8660254037844384
0,6,12,-135,0.052608877,27.46333333333333,0.0004393369801498,1.0,0.4999999999999999,-0.8660254037844387
0,4,25,154,0.056566007,24.0916665,0.0010867723513701,1.0,1.0,6.123233995736766e-17
0,9,-54,161,0.15826595,5.773333333333333,0.0042658742133793,0.0,-0.8660254037844385,-0.5000000000000004
0,4,-11,55,0.07520522,29.58499983333333,0.0015619288344145,0.6830000333333338,1.0,6.123233995736766e-17
0,12,11,-121,0.120668866,27.12857114285714,0.0065960830318227,1.0,-0.5000000000000004,0.8660254037844384
0,3,7,127,0.04196053,28.45124975,0.0004645173401806,0.9097500500000002,0.8660254037844386,0.5000000000000001
1,2,-35,151,0.41784474,22.6279998,0.0069683994311758,1.0,0.4999999999999999,0.8660254037844387
0,11,21,143,0.034628503,29.238333166666667,0.0005165998813513,0.7523333666666666,-0.8660254037844386,0.5000000000000001
0,9,-16,156,0.0739813,25.793333333333333,0.001939284700966,1.0,-0.8660254037844385,-0.5000000000000004
0,4,-38,27,0.29306915,20.446666333333336,0.0071157823560762,1.0,1.0,6.123233995736766e-17
0,9,-26,-29,0.06389864,21.9716665,0.0016609634287862,1.0,-0.8660254037844385,-0.5000000000000004
0,5,22,157,0.038432725,28.04999983333333,0.0005301670467904,0.990000033333334,0.8660254037844387,-0.4999999999999998
1,4,-16,146,0.06984481,28.009999500000003,0.0014252796334383,0.9980000999999994,1.0,6.123233995736766e-17
0,8,36,147,0.12851235,27.204999333333333,0.0021118605515405,1.0,-0.4999999999999997,-0.8660254037844388
1,1,0,-92,0.28981796,24.20666633333333,0.0078695855260365,1.0,0.0,1.0
1,11,-16,146,0.062116146,27.874999833333334,0.0010289579427891,1.0,-0.8660254037844386,0.5000000000000001
0,8,-30,59,0.10848731,18.018333,0.0017294866047482,1.0,-0.4999999999999997,-0.8660254037844388
1,2,-20,178,0.057939574,27.5919996,0.0008328172575579,1.0,0.4999999999999999,0.8660254037844387
0,5,74,11,0.24634169,4.951666666666667,0.0052003316811865,0.0,0.8660254037844387,-0.4999999999999998
0,1,-59,-48,0.318527,2.676666666666667,0.0086733758560051,0.0,0.0,1.0
1,4,10,166,0.03129743,28.24166633333333,0.0004426181062923,0.9516667333333336,1.0,6.123233995736766e-17
0,7,-36,103,0.16822545,13.853333166666664,0.0029947061118817,0.1706666333333327,1.2246467991473532e-16,-1.0
0,8,2,93,0.094211124,30.06499983333333,0.0014568858216305,0.5870000333333337,-0.4999999999999997,-0.8660254037844388
0,1,-16,161,0.064801512,29.7616665,0.0015696171193511,0.6476666999999999,0.0,1.0
0,10,16,-75,0.083987735,29.358333,0.0013407293996193,0.7283334000000004,-1.0,-1.8369701987210294e-16
0,11,18,150,0.035855524,29.231666,0.0005394710347967,0.7536667999999999,-0.8660254037844386,0.5000000000000001
0,9,21,-128,0.046145957,23.754999666666667,0.001170919202643,1.0,-0.8660254037844385,-0.5000000000000004
0,1,-63,-14,2.4247259,0.2883333283333333,0.0676423385524371,0.0,0.0,1.0
0,1,20,-130,0.0724316365,22.163333333333338,0.0017832439173756,1.0,0.0,1.0
0,9,14,175,0.018701524,29.246666,0.000413344365565,0.7506667999999997,-0.8660254037844385,-0.5000000000000004
0,4,-46,-83,0.11051176,12.159999833333332,0.0024619738832516,0.0,1.0,6.123233995736766e-17
0,5,-41,-111,0.15457003,13.729999416666669,0.003138906571539,0.1459998833333337,0.8660254037844387,-0.4999999999999998
0,4,-34,-136,0.047612768,20.571666166666667,0.0008585336615124,1.0,1.0,6.123233995736766e-17
1,10,-25,112,0.3126497,22.51499983333333,0.0050349357669848,1.0,-1.0,-1.8369701987210294e-16
0,1,21,-126,0.0812433215,21.366666666666664,0.0020299518251889,1.0,0.0,1.0
0,12,39,-11,0.19081652,16.98142842857143,0.0105754665003679,0.796285685714286,-0.5000000000000004,0.8660254037844384
0,7,29,-84,0.3397402,29.401666666666667,0.006409697792901,0.7196666666666666,1.2246467991473532e-16,-1.0
1,5,0,72,0.07747289,30.2199995,0.001407108538486,0.5560001,0.8660254037844387,-0.4999999999999998
1,12,-24,112,0.120752536,24.55428557142857,0.0066008295200633,1.0,-0.5000000000000004,0.8660254037844384
1,3,10,124,0.38036725,28.474999125,0.0053667071301012,0.905000175,0.8660254037844386,0.5000000000000001
0,9,-15,-126,0.0844211,25.011666166666668,0.0022274644488998,1.0,-0.8660254037844385,-0.5000000000000004
0,3,-21,93,0.03437253,26.514999375,0.0003545968985123,1.0,0.8660254037844386,0.5000000000000001
0,5,-41,108,0.12357686,12.124999666666668,0.0024427210730357,0.0,0.8660254037844387,-0.4999999999999998
0,8,-20,-25,0.06562746,23.26166633333333,0.0009110867412058,1.0,-0.4999999999999997,-0.8660254037844388
0,2,-30,14,0.36608398,20.3699996,0.0060859936577924,1.0,0.4999999999999999,0.8660254037844387
0,6,-37,174,3.2343457,16.248332833333333,0.042192462635552,0.6496665666666666,0.4999999999999999,-0.8660254037844387
0,7,-43,-115,0.16847663,9.678332833333334,0.0029997073004701,0.0,1.2246467991473532e-16,-1.0
0,12,-37,-84,0.09953753,16.657142785714285,0.0053973303387295,0.731428557142857,-0.5000000000000004,0.8660254037844384
0,12,-58,-174,0.41757396,5.3157142,0.0234391156269036,0.0,-0.5000000000000004,0.8660254037844384
0,4,48,-157,0.264091,6.838333266666666,0.0063770625485856,0.0,1.0,6.123233995736766e-17
1,6,2,104,0.28105688,30.254999833333333,0.0034372022045876,0.5490000333333335,0.4999999999999999,-0.8660254037844387
0,2,-50,-124,0.14399022,9.3739998,0.0022997892810322,0.0,0.4999999999999999,0.8660254037844387
0,7,-16,-160,0.032105125,27.946666333333336,0.0002844448807477,1.0,1.2246467991473532e-16,-1.0
1,5,44,-10,0.29342836,15.038333166666666,0.006258018159427,0.4076666333333332,0.8660254037844387,-0.4999999999999998
0,12,-58,95,0.18218575,0.9785714214285716,0.0100858543536977,0.0,-0.5000000000000004,0.8660254037844384
1,3,18,-112,0.060359243,25.068749875,0.0007310427301501,1.0,0.8660254037844386,0.5000000000000001
1,11,-31,114,0.12454187,20.32666633333333,0.0021925470847351,1.0,-0.8660254037844386,0.5000000000000001
1,5,-20,179,0.13227332,26.908333,0.0026380657034918,1.0,0.8660254037844387,-0.4999999999999998
0,5,-9,-102,0.10081662,26.53666583333333,0.0019314681411654,1.0,0.8660254037844387,-0.4999999999999998
0,10,48,-89,1.0772426,8.198333100000001,0.0173875102741725,0.0,-1.0,-1.8369701987210294e-16
0,10,51,-18,0.23929507,14.005,0.0038498364382804,0.2010000000000001,-1.0,-1.8369701987210294e-16
0,10,46,143,0.5739563,12.991666,0.0092565408142196,0.0,-1.0,-1.8369701987210294e-16
0,4,58,-8,0.3684009,9.208333,0.0090361622235946,0.0,1.0,6.123233995736766e-17
0,4,-54,-172,0.17047769,9.50999975,0.0039906435970047,0.0,1.0,6.123233995736766e-17
0,3,32,132,0.22206329,19.28124975,0.0030735019111978,1.0,0.8660254037844386,0.5000000000000001
0,12,-67,-75,0.44417104,-0.3014285742857142,0.0249479327352216,0.0,-0.5000000000000004,0.8660254037844384
1,5,-18,176,0.07084504,27.8399995,0.0012582301547564,1.0,0.8660254037844387,-0.4999999999999998
0,6,4,-18,0.20900202,28.486666166666662,0.0024916445450368,0.9026667666666676,0.4999999999999999,-0.8660254037844387
0,10,25,-66,0.026943302,28.314999666666665,0.0004191335950379,0.9370000666666668,-1.0,-1.8369701987210294e-16
0,4,35,-8,0.10951145,18.343333,0.0024364736766949,1.0,1.0,6.123233995736766e-17
0,3,-27,-144,0.01856787,25.44125,0.0001256491906029,1.0,0.8660254037844386,0.5000000000000001
0,8,10,-113,0.09237612,28.949999833333333,0.0014218468043871,0.8100000333333334,-0.4999999999999997,-0.8660254037844388
0,8,-41,-76,0.28454804,11.471666166666669,0.0050913293878461,0.0,-0.4999999999999997,-0.8660254037844388
1,1,22,-159,0.0700244975,25.1466665,0.0017158492900704,1.0,0.0,1.0
0,7,-19,171,0.10449898,25.736666166666662,0.0017258626747387,1.0,1.2246467991473532e-16,-1.0
1,12,-1,-92,0.38599104,20.76999971428572,0.0216474584214269,1.0,-0.5000000000000004,0.8660254037844384
0,2,1,92,0.089276984,30.1019996,0.0013670503620734,0.5796000800000002,0.4999999999999999,0.8660254037844387
0,2,-18,88,0.036236875,27.1839996,0.0004628345352098,1.0,0.4999999999999999,0.8660254037844387
0,2,-5,8,1.9017018,29.094,0.0322648602370013,0.7811999999999998,0.4999999999999999,0.8660254037844387
0,1,1,1,0.80388254,28.838333,0.0222622694466183,0.8323334000000002,0.0,1.0
0,12,-51,91,0.28480303,5.689999885714286,0.0159071966842491,0.0,-0.5000000000000004,0.8660254037844384
0,11,1,-44,0.091659546,28.476666,0.0015796344468561,0.9046667999999995,-0.8660254037844386,0.5000000000000001
1,4,-37,151,0.31406742,20.5266665,0.0076510766371823,1.0,1.0,6.123233995736766e-17
0,1,49,-152,0.25348464,6.19499995,0.0068523320312609,0.0,0.0,1.0
0,4,56,-134,1.7272182,6.496666566666666,0.043675545837485,0.0,1.0,6.123233995736766e-17
0,1,24,135,0.105135325,24.40333333333333,0.0026988756685802,1.0,0.0,1.0
0,3,-36,84,0.1064283,19.43499975,0.0013984031798972,1.0,0.8660254037844386,0.5000000000000001
0,10,39,-166,0.16273533,18.828333166666667,0.0026129561421111,1.0,-1.0,-1.8369701987210294e-16
0,4,32,-178,0.14925434,16.684999833333332,0.0034496115081272,0.7369999666666665,1.0,6.123233995736766e-17
0,1,24,-139,0.047900946,21.803333166666665,0.0010964382348675,1.0,0.0,1.0
0,5,-44,-155,0.1581965,13.156666333333334,0.0032203663197596,0.0313332666666668,0.8660254037844387,-0.4999999999999998
