chl_norm_loss,chlor_a_mean_loss,label_accuracy,label_auc,label_loss,loss,month_cos_loss,month_sin_loss,sst_mean_loss,sst_suit_loss,val_chl_norm_loss,val_chlor_a_mean_loss,val_label_accuracy,val_label_auc,val_label_loss,val_loss,val_month_cos_loss,val_month_sin_loss,val_sst_mean_loss,val_sst_suit_loss
0.9833713173866272,0.9808230996131897,0.7995726466178894,0.679201602935791,0.45945873856544495,1.297411322593689,0.957329273223877,1.0018644332885742,0.48618561029434204,0.6241554021835327,0.8836395740509033,0.9036073684692383,0.800000011920929,0.7886327505111694,0.4109111428260803,1.1217617988586426,0.9344972372055054,1.008283257484436,0.15101414918899536,0.380906343460083
0.9687305688858032,0.9601433277130127,0.800000011920929,0.7909066677093506,0.4032805562019348,1.1314419507980347,0.9341814517974854,1.0017578601837158,0.15977387130260468,0.3548199534416199,0.8849129676818848,0.9052817821502686,0.800000011920929,0.8072198033332825,0.3955965042114258,1.0833226442337036,0.9130531549453735,1.0051119327545166,0.10848131775856018,0.3064315915107727
0.9679053425788879,0.959017276763916,0.803205132484436,0.8127713203430176,0.3889155089855194,1.1023898124694824,0.9242944121360779,0.9999428987503052,0.13337922096252441,0.30986467003822327,0.8826837539672852,0.9011995196342468,0.7982906103134155,0.8199124336242676,0.38482579588890076,1.062856912612915,0.9095926284790039,1.0025594234466553,0.09723030775785446,0.2750827968120575
0.9665332436561584,0.9579843282699585,0.8228632211685181,0.8232553005218506,0.38062238693237305,1.0893046855926514,0.9229459166526794,0.9973871111869812,0.12599168717861176,0.2925759255886078,0.8797417879104614,0.898502767086029,0.8136752247810364,0.8231815099716187,0.37712031602859497,1.05190908908844,0.9066727161407471,1.0007343292236328,0.10300855338573456,0.2591065466403961
0.9647517800331116,0.9522391557693481,0.8269230723381042,0.8307619690895081,0.3722552955150604,1.0754023790359497,0.9199572801589966,0.9971235394477844,0.11897620558738708,0.2764945924282074,0.880837619304657,0.8974367380142212,0.8170940279960632,0.8359609246253967,0.3710286021232605,1.0419459342956543,0.9066500067710876,1.0001636743545532,0.09460148960351944,0.2446710169315338
0.9615181684494019,0.9511903524398804,0.8331196308135986,0.843350887298584,0.3618451952934265,1.0616618394851685,0.9198903441429138,0.997069776058197,0.11634548008441925,0.2639401853084564,0.8756065368652344,0.8957188725471497,0.8230769038200378,0.845576286315918,0.36764687299728394,1.0338587760925293,0.9036508798599243,0.9985811114311218,0.08969336748123169,0.23532439768314362
0.9593470692634583,0.9491069316864014,0.8397436141967773,0.8486347198486328,0.3542817234992981,1.0532524585723877,0.9201230406761169,0.995737612247467,0.11741931736469269,0.25789958238601685,0.874450147151947,0.8955426812171936,0.819658100605011,0.8600335717201233,0.3579105734825134,1.02094304561615,0.9026100635528564,0.9986734986305237,0.08429263532161713,0.2228802889585495
0.9569894075393677,0.9492474794387817,0.8408119678497314,0.8580743074417114,0.3471376299858093,1.0418893098831177,0.919603705406189,0.9953526854515076,0.1103592962026596,0.244691401720047,0.8746092319488525,0.8929392695426941,0.8264957070350647,0.8676537871360779,0.3506731390953064,1.0111631155014038,0.8997489213943481,0.9985368847846985,0.08171877264976501,0.21503980457782745
0.9537275433540344,0.9433920979499817,0.8476495742797852,0.8690159916877747,0.33844971656799316,1.0305445194244385,0.9199956655502319,0.9943920373916626,0.10835008323192596,0.2402878850698471,0.8704116344451904,0.8893853425979614,0.8341880440711975,0.8758423924446106,0.3431083559989929,1.0024968385696411,0.9042094349861145,0.9982151389122009,0.08646024763584137,0.2092818170785904
0.9527134299278259,0.9390356540679932,0.851068377494812,0.8794246912002563,0.32669273018836975,1.01656973361969,0.91706383228302,0.9949163198471069,0.10816996544599533,0.23291446268558502,0.8703694939613342,0.8896665573120117,0.8290598392486572,0.8825129270553589,0.34129416942596436,0.9972034692764282,0.9024053812026978,0.9985860586166382,0.08118538558483124,0.1976873278617859
0.9458743929862976,0.9349192976951599,0.8519230484962463,0.8834215998649597,0.3226192891597748,1.0095471143722534,0.9167168140411377,0.9952718615531921,0.10675408691167831,0.2302028387784958,0.8709540367126465,0.889138400554657,0.8324786424636841,0.8831040859222412,0.34571826457977295,0.9993816018104553,0.9030339121818542,0.9982091784477234,0.07934663444757462,0.19437308609485626
0.946286141872406,0.9333434700965881,0.8559828996658325,0.8926478624343872,0.31325453519821167,0.9985348582267761,0.9169092774391174,0.9938774108886719,0.1033325120806694,0.22701914608478546,0.8644686341285706,0.8856565952301025,0.855555534362793,0.8970226645469666,0.3168819844722748,0.970973551273346,0.900362491607666,0.9979803562164307,0.08476005494594574,0.19910818338394165
0.9410495758056641,0.9303297996520996,0.8617521524429321,0.8974300622940063,0.3072555363178253,0.9898735880851746,0.9156941771507263,0.9925920367240906,0.10134458541870117,0.22115090489387512,0.8641089200973511,0.8875135183334351,0.8452991247177124,0.9027276039123535,0.32036110758781433,0.9706559777259827,0.9019871354103088,0.9956186413764954,0.0800279974937439,0.1852296143770218
0.9460117816925049,0.9352644085884094,0.8617521524429321,0.899074912071228,0.305005818605423,0.9871849417686462,0.9138249754905701,0.9943938255310059,0.09956593066453934,0.21556171774864197,0.8670803904533386,0.8862684965133667,0.8487179279327393,0.9034581184387207,0.3150484561920166,0.9654732942581177,0.9016401767730713,0.9993143677711487,0.07768677175045013,0.179902121424675
0.9423273801803589,0.9304974675178528,0.8615384697914124,0.9033905863761902,0.2993488907814026,0.9809446930885315,0.9133034944534302,0.9940803050994873,0.10091448575258255,0.21428072452545166,0.8607904314994812,0.8810597062110901,0.8598290681838989,0.9033804535865784,0.31176742911338806,0.9608958959579468,0.9018794894218445,0.9956632852554321,0.0811791718006134,0.1876312792301178
0.9391346573829651,0.9270612001419067,0.8679487109184265,0.9118581414222717,0.28794431686401367,0.9679021835327148,0.9142574667930603,0.9926034212112427,0.09902466833591461,0.21394069492816925,0.8607560396194458,0.8821899890899658,0.8512820601463318,0.9015815258026123,0.3211349844932556,0.9701489806175232,0.9021649956703186,0.9952301979064941,0.07848916202783585,0.18374450504779816
0.9387362599372864,0.9258004426956177,0.870512843132019,0.9153702259063721,0.28386619687080383,0.961564838886261,0.9106040596961975,0.9912688732147217,0.09707970172166824,0.20971238613128662,0.8611242771148682,0.8822511434555054,0.8564102649688721,0.9092109203338623,0.3054744303226471,0.9543215036392212,0.9003579616546631,0.9966398477554321,0.07807376235723495,0.18183331191539764
